title,0,0,4167,913,FinExp_0096.png,4167,6622
article,2615,989,1552,2164,FinExp_0096.png,4167,6622
article,556,983,1977,2188,FinExp_0096.png,4167,6622
article,533,3258,948,1895,FinExp_0096.png,4167,6622
article,1562,3235,456,1925,FinExp_0096.png,4167,6622
non-article,59,3545,409,1100,FinExp_0096.png,4167,6622
non-article,41,4686,445,445,FinExp_0096.png,4167,6622
article,0,982,503,402,FinExp_0096.png,4167,6622
article,45,1414,422,871,FinExp_0096.png,4167,6622
article,47,3038,426,468,FinExp_0096.png,4167,6622
article,43,2327,431,688,FinExp_0096.png,4167,6622
non-article,2115,3270,2020,3147,FinExp_0096.png,4167,6622
article,0,5253,2017,1188,FinExp_0096.png,4167,6622
title,0,0,4166,263,FinExp_0097.png,4167,6622
article,0,310,3101,1579,FinExp_0097.png,4167,6622
article,3177,322,990,1562,FinExp_0097.png,4167,6622
article,0,1948,2569,924,FinExp_0097.png,4167,6622
article,2627,1960,1540,942,FinExp_0097.png,4167,6622
article,6,3029,1363,3410,FinExp_0097.png,4167,6622
article,1410,3058,655,2703,FinExp_0097.png,4167,6622
article,3487,3047,680,3393,FinExp_0097.png,4167,6622
article,2089,324,502,2423,FinExp_0098.png,4167,6622
article,17,329,2008,2437,FinExp_0098.png,4167,6622
article,2645,333,951,1887,FinExp_0098.png,4167,6622
article,3654,314,513,1921,FinExp_0098.png,4167,6622
title,0,0,4167,265,FinExp_0098.png,4167,6622
article,0,2810,485,3626,FinExp_0098.png,4167,6622
article,529,2828,2067,1521,FinExp_0098.png,4167,6622
non-article,544,4408,2009,2035,FinExp_0098.png,4167,6622
non-article,2645,2297,1496,4100,FinExp_0098.png,4167,6622
article,890,3368,3206,3007,FinExp_0099.png,4167,6622
article,6,3333,837,3124,FinExp_0099.png,4167,6622
article,2545,310,1622,2978,FinExp_0099.png,4167,6622
article,855,310,1615,2978,FinExp_0099.png,4167,6622
title,0,0,4167,263,FinExp_0099.png,4167,6622
article,0,315,790,877,FinExp_0099.png,4167,6622
article,53,1227,725,725,FinExp_0099.png,4167,6622
article,53,1994,725,708,FinExp_0099.png,4167,6622
article,59,2737,720,509,FinExp_0099.png,4167,6622
