title,0,0,4158,929,FinExp_0080.png,4167,6622
non-article,0,1016,4158,626,FinExp_0080.png,4167,6622
article,546,1664,2001,2158,FinExp_0080.png,4167,6622
article,2617,1669,1547,2168,FinExp_0080.png,4167,6622
article,545,3892,1474,2544,FinExp_0080.png,4167,6622
article,2097,3897,443,2535,FinExp_0080.png,4167,6622
article,6,1666,511,3161,FinExp_0080.png,4167,6622
non-article,44,4866,434,1561,FinExp_0080.png,4167,6622
non-article,2636,3921,1494,2510,FinExp_0080.png,4167,6622
article,0,323,990,3143,FinExp_0081.png,4167,6622
title,0,0,4164,271,FinExp_0081.png,4167,6622
article,3555,1648,612,1829,FinExp_0081.png,4167,6622
article,906,3591,2326,2716,FinExp_0081.png,4167,6622
article,2711,3101,16,0,FinExp_0081.png,4167,6622
article,3271,3599,792,2697,FinExp_0081.png,4167,6622
article,7,3564,828,2886,FinExp_0081.png,4167,6622
title,0,0,4167,290,FinExp_0082.png,4167,6622
article,13,313,3643,2093,FinExp_0082.png,4167,6622
article,3703,313,464,3773,FinExp_0082.png,4167,6622
article,515,2507,1561,1940,FinExp_0082.png,4167,6622
article,0,2481,456,3950,FinExp_0082.png,4167,6622
non-article,515,4533,2058,1904,FinExp_0082.png,4167,6622
non-article,2626,4167,1508,2271,FinExp_0082.png,4167,6622
non-article,27,229,4111,6283,FinExp_0083.png,4167,6622
title,0,0,4167,198,FinExp_0083.png,4167,6622
title,0,0,4158,279,FinExp_0084.png,4167,6622
article,843,335,3314,2298,FinExp_0084.png,4167,6622
article,3662,2713,496,2168,FinExp_0084.png,4167,6622
article,2615,2720,973,2187,FinExp_0084.png,4167,6622
article,837,2707,1710,2181,FinExp_0084.png,4167,6622
non-article,20,5033,4126,1382,FinExp_0084.png,4167,6622
article,0,322,788,4609,FinExp_0084.png,4167,6622
article,6,3709,4157,737,FinExp_0085.png,4167,6622
article,2814,321,1353,3312,FinExp_0085.png,4167,6622
title,6,0,4141,276,FinExp_0085.png,4167,6622
article,0,314,2749,3334,FinExp_0085.png,4167,6622
article,0,4511,1340,1935,FinExp_0085.png,4167,6622
article,1399,4500,2768,1941,FinExp_0085.png,4167,6622
article,14,312,794,6094,FinExp_0086.png,4167,6622
article,3143,325,1024,3857,FinExp_0086.png,4167,6622
article,840,332,2225,2251,FinExp_0086.png,4167,6622
article,834,2661,2257,1516,FinExp_0086.png,4167,6622
article,847,4228,3304,2199,FinExp_0086.png,4167,6622
title,0,0,4160,290,FinExp_0086.png,4167,6622
title,0,0,4166,486,FinExp_0087.png,4167,6622
article,1387,532,2780,2696,FinExp_0087.png,4167,6622
article,41,544,1240,2006,FinExp_0087.png,4167,6622
article,59,2580,1223,1679,FinExp_0087.png,4167,6622
article,59,4316,1234,2018,FinExp_0087.png,4167,6622
article,1369,3269,2796,2334,FinExp_0087.png,4167,6622
article,1358,5650,2809,690,FinExp_0087.png,4167,6622
non-article,0,6387,4167,82,FinExp_0087.png,4167,6622
article,137,314,3890,2881,FinExp_0088.png,4167,6622
title,0,0,4166,263,FinExp_0088.png,4167,6622
article,151,3310,3876,3166,FinExp_0088.png,4167,6622
article,8,320,4017,3564,FinExp_0089.png,4167,6622
title,0,0,4167,281,FinExp_0089.png,4167,6622
article,102,3951,4065,2512,FinExp_0089.png,4167,6622
article,2727,303,1294,6133,FinExp_0090.png,4167,6622
article,0,303,2672,3283,FinExp_0090.png,4167,6622
article,0,3663,2672,2780,FinExp_0090.png,4167,6622
title,0,0,4167,255,FinExp_0090.png,4167,6622
article,140,317,3875,3707,FinExp_0091.png,4167,6622
article,119,4131,4048,2333,FinExp_0091.png,4167,6622
title,0,0,4167,282,FinExp_0091.png,4167,6622
article,0,334,4167,1983,FinExp_0092.png,4167,6622
title,0,0,4167,262,FinExp_0092.png,4167,6622
article,0,2390,2355,2251,FinExp_0092.png,4167,6622
article,2422,2401,1745,4049,FinExp_0092.png,4167,6622
article,0,4712,2355,1738,FinExp_0092.png,4167,6622
article,2534,331,1633,4283,FinExp_0093.png,4167,6622
article,0,4707,1579,1722,FinExp_0093.png,4167,6622
article,12,312,2470,4309,FinExp_0093.png,4167,6622
title,0,0,4167,279,FinExp_0093.png,4167,6622
non-article,1650,4766,1560,1670,FinExp_0093.png,4167,6622
non-article,3288,4727,871,1696,FinExp_0093.png,4167,6622
article,0,2417,2036,1632,FinExp_0094.png,4167,6622
article,0,316,2493,2006,FinExp_0094.png,4167,6622
non-article,3113,339,1035,901,FinExp_0094.png,4167,6622
non-article,3101,1258,1053,1088,FinExp_0094.png,4167,6622
non-article,2573,1162,510,1241,FinExp_0094.png,4167,6622
non-article,2582,347,501,756,FinExp_0094.png,4167,6622
non-article,2072,2436,1024,1939,FinExp_0094.png,4167,6622
non-article,3118,2415,1030,1737,FinExp_0094.png,4167,6622
non-article,2077,4433,1012,2012,FinExp_0094.png,4167,6622
non-article,3136,4187,989,2246,FinExp_0094.png,4167,6622
non-article,533,4170,1498,2276,FinExp_0094.png,4167,6622
article,0,4135,498,2299,FinExp_0094.png,4167,6622
title,0,0,4167,269,FinExp_0094.png,4167,6622
non-article,30,5153,4083,1293,FinExp_0095.png,4167,6622
non-article,2604,2625,1533,2504,FinExp_0095.png,4167,6622
article,0,2637,2551,2445,FinExp_0095.png,4167,6622
article,0,316,4167,2200,FinExp_0095.png,4167,6622
title,0,0,4167,269,FinExp_0095.png,4167,6622
