title,0,0,4167,1053,FinExp_0158.png,4167,6622
article,21,1148,481,758,FinExp_0158.png,4167,6622
article,48,1936,451,577,FinExp_0158.png,4167,6622
article,57,2533,412,515,FinExp_0158.png,4167,6622
article,52,3076,402,300,FinExp_0158.png,4167,6622
article,47,3413,426,880,FinExp_0158.png,4167,6622
non-article,52,4779,426,468,FinExp_0158.png,4167,6622
article,47,4330,421,426,FinExp_0158.png,4167,6622
non-article,2620,3945,1516,2515,FinExp_0158.png,4167,6622
article,0,5310,2537,1209,FinExp_0158.png,4167,6622
article,2094,3282,448,1960,FinExp_0158.png,4167,6622
article,578,3272,960,1043,FinExp_0158.png,4167,6622
article,1567,3316,448,1921,FinExp_0158.png,4167,6622
article,636,4369,829,829,FinExp_0158.png,4167,6622
article,544,1117,2009,2116,FinExp_0158.png,4167,6622
article,2619,1132,1548,2101,FinExp_0158.png,4167,6622
article,2624,3274,1521,565,FinExp_0158.png,4167,6622
article,1964,2830,2203,1760,FinExp_0159.png,4167,6622
article,17,4625,1010,1845,FinExp_0159.png,4167,6622
article,836,2838,1069,1739,FinExp_0159.png,4167,6622
article,836,234,2212,2531,FinExp_0159.png,4167,6622
article,3113,234,1054,2537,FinExp_0159.png,4167,6622
article,2,266,792,931,FinExp_0159.png,4167,6622
article,7,1223,760,532,FinExp_0159.png,4167,6622
article,28,1782,745,654,FinExp_0159.png,4167,6622
article,23,2462,750,686,FinExp_0159.png,4167,6622
article,39,3180,739,596,FinExp_0159.png,4167,6622
article,49,3808,718,734,FinExp_0159.png,4167,6622
title,0,0,4167,188,FinExp_0159.png,4167,6622
non-article,2125,2062,2002,4394,FinExp_0160.png,4167,6622
non-article,45,2582,2002,3880,FinExp_0160.png,4167,6622
non-article,1312,1418,734,1124,FinExp_0160.png,4167,6622
non-article,2099,1022,1001,1007,FinExp_0160.png,4167,6622
non-article,3126,788,1007,1228,FinExp_0160.png,4167,6622
article,3126,221,1041,500,FinExp_0160.png,4167,6622
article,0,240,1247,2242,FinExp_0160.png,4167,6622
title,0,0,4167,193,FinExp_0160.png,4167,6622
title,0,0,4167,205,FinExp_0161.png,4167,6622
article,836,5284,3331,1207,FinExp_0161.png,4167,6622
article,1405,2907,2186,2303,FinExp_0161.png,4167,6622
article,3655,2917,512,2281,FinExp_0161.png,4167,6622
article,842,2902,495,2292,FinExp_0161.png,4167,6622
article,2666,245,1501,2569,FinExp_0161.png,4167,6622
article,836,241,1760,2556,FinExp_0161.png,4167,6622
article,2,266,782,798,FinExp_0161.png,4167,6622
article,39,1096,734,580,FinExp_0161.png,4167,6622
article,49,1712,723,574,FinExp_0161.png,4167,6622
article,71,2329,691,596,FinExp_0161.png,4167,6622
article,44,2957,691,713,FinExp_0161.png,4167,6622
article,65,3707,686,511,FinExp_0161.png,4167,6622
article,55,4244,707,723,FinExp_0161.png,4167,6622
article,55,4994,718,739,FinExp_0161.png,4167,6622
article,49,5763,723,681,FinExp_0161.png,4167,6622
article,2138,1721,1462,1524,FinExp_0162.png,4167,6622
title,0,0,4158,186,FinExp_0162.png,4167,6622
article,0,235,1519,3023,FinExp_0162.png,4167,6622
article,1567,228,523,3005,FinExp_0162.png,4167,6622
article,2146,234,1447,1410,FinExp_0162.png,4167,6622
article,3673,234,493,3011,FinExp_0162.png,4167,6622
non-article,0,3313,4166,3147,FinExp_0162.png,4167,6622
article,1401,3194,2766,2213,FinExp_0163.png,4167,6622
article,1397,405,2770,2686,FinExp_0163.png,4167,6622
article,0,400,1304,2350,FinExp_0163.png,4167,6622
article,41,2803,1258,2219,FinExp_0163.png,4167,6622
article,36,5076,1263,1258,FinExp_0163.png,4167,6622
title,0,0,4167,341,FinExp_0163.png,4167,6622
title,2796,6148,1370,205,FinExp_0163.png,4167,6622
non-article,1382,5544,1389,785,FinExp_0163.png,4167,6622
