title,3,5,4164,968,FinExp_0032.png,4167,6667
article,536,1055,2059,2243,FinExp_0032.png,4167,6667
article,2636,1055,1531,1659,FinExp_0032.png,4167,6667
article,2631,2776,1511,502,FinExp_0032.png,4167,6667
article,0,1075,490,2223,FinExp_0032.png,4167,6667
non-article,2124,3363,2013,3150,FinExp_0032.png,4167,6667
article,1048,3347,1029,2100,FinExp_0032.png,4167,6667
non-article,3,3358,994,2069,FinExp_0032.png,4167,6667
article,3,5493,2069,1055,FinExp_0032.png,4167,6667
article,2112,6208,2055,353,FinExp_0033.png,4167,6667
article,2095,3858,2072,2283,FinExp_0033.png,4167,6667
article,31,3875,2036,2681,FinExp_0033.png,4167,6667
article,14,2287,1010,1520,FinExp_0033.png,4167,6667
article,1068,2304,2042,1486,FinExp_0033.png,4167,6667
article,3155,2282,1010,1526,FinExp_0033.png,4167,6667
article,14,707,3091,1531,FinExp_0033.png,4167,6667
article,3144,729,1023,1498,FinExp_0033.png,4167,6667
title,0,0,4167,656,FinExp_0033.png,4167,6667
title,0,0,4158,245,FinExp_0034.png,4167,6667
article,6,280,2066,1733,FinExp_0034.png,4167,6667
article,2097,299,1006,2390,FinExp_0034.png,4167,6667
non-article,3123,265,1016,1521,FinExp_0034.png,4167,6667
non-article,3128,1811,1016,1104,FinExp_0034.png,4167,6667
non-article,1542,3445,515,1261,FinExp_0034.png,4167,6667
non-article,1533,2788,525,633,FinExp_0034.png,4167,6667
non-article,2077,3328,1006,633,FinExp_0034.png,4167,6667
non-article,2077,2783,1001,520,FinExp_0034.png,4167,6667
non-article,3138,2935,1001,766,FinExp_0034.png,4167,6667
non-article,3128,3730,1011,618,FinExp_0034.png,4167,6667
non-article,3118,5410,1031,1148,FinExp_0034.png,4167,6667
non-article,3118,4369,1036,1006,FinExp_0034.png,4167,6667
non-article,551,4909,2528,1639,FinExp_0034.png,4167,6667
non-article,2077,3986,1001,869,FinExp_0034.png,4167,6667
article,6,2735,1497,2076,FinExp_0034.png,4167,6667
article,6,2067,2052,628,FinExp_0034.png,4167,6667
article,0,4855,512,1674,FinExp_0034.png,4167,6667
title,0,0,4162,236,FinExp_0035.png,4167,6667
non-article,20,298,4117,6255,FinExp_0035.png,4167,6667
non-article,0,1895,4134,4661,FinExp_0036.png,4167,6667
title,0,0,4167,236,FinExp_0036.png,4167,6667
article,0,332,2581,1483,FinExp_0036.png,4167,6667
article,2629,353,1538,1456,FinExp_0036.png,4167,6667
title,0,0,4167,662,FinExp_0037.png,4167,6667
article,1506,712,2653,3001,FinExp_0037.png,4167,6667
article,0,729,1383,4431,FinExp_0037.png,4167,6667
article,777,2070,0,6,FinExp_0037.png,4167,6667
